CO_MTRS,X,Y
10M14S22E20,-119.60141601436199,36.6994417808868
10M14S22E21,-119.58330494852899,36.699462858004104
10M14S22E24,-119.529491658147,36.6994210696071
10M14S22E26,-119.547457891537,36.6850549061035
10M14S22E27,-119.56531739942301,36.685024343677505
10M14S22E29,-119.601461508892,36.6850604560002
10M14S22E30,-119.619376322413,36.685073779991704
10M14S22E31,-119.61942908431101,36.6707228699426
10M14S22E32,-119.601508893939,36.670606565510504
10M14S22E33,-119.583420635544,36.670623832269705
10M14S22E34,-119.56539148408599,36.6706372624763
10M14S22E35,-119.547494140912,36.670576246537706
10M14S22E36,-119.52955457482099,36.670507659526
10M14S23E04,-119.47489199318899,36.742509775589205
10M14S23E05,-119.492878317599,36.7394296075114
10M14S23E06,-119.511091907934,36.7405338908641
10M14S23E07,-119.51113968692499,36.728361278521206
10M14S23E10,-119.457227984033,36.7254980577732
10M14S23E15,-119.457314650643,36.713041159618
10M14S23E19,-119.51125511366101,36.6992551870053
10M14S23E21,-119.47523828294901,36.6994360989285
10M14S23E22,-119.457410514231,36.6993463720301
10M14S23E26,-119.439585823971,36.687381406167496
10M14S23E27,-119.457501184425,36.684274595298795
10M14S23E28,-119.475170952337,36.6844329684795
10M14S23E31,-119.511555063561,36.6704313874608
10M14S23E32,-119.49310789691499,36.6701929534872
10M14S23E33,-119.475084743435,36.6699887582009
10M14S23E34,-119.45757155625799,36.6698569736459
10M14S23E35,-119.439607669262,36.6696967019805
10M14S23E36,-119.42174780748199,36.6694905535715
10M14S24E09,-119.367352711025,36.7266034844723
10M14S24E16,-119.367457348622,36.712145888582896
10M14S24E20,-119.385796767784,36.6979210377093
10M14S24E21,-119.36756199840099,36.697716850350105
10M14S24E22,-119.349386090161,36.697510700945294
10M14S24E28,-119.36766277955799,36.683284040974605
10M14S24E29,-119.38585751269899,36.6835110890444
10M14S24E30,-119.403915741532,36.6871027584025
10M14S24E31,-119.403937991518,36.6660457680079
10M14S24E32,-119.38592954827101,36.6659560341716
10M14S24E33,-119.367765764929,36.668803446025706
10M14S24E34,-119.349583718254,36.668648895878796
10M14S24E36,-119.31359551802299,36.668299533272794
10M15S12E02,-120.63110223312701,36.6556730902634
10M15S13E02,-120.52332535457899,36.651201606037
10M15S13E03,-120.54119486937901,36.657177341898105
10M15S13E04,-120.55918453557501,36.6551138192076
10M15S13E05,-120.57710566596901,36.6575915701856
10M15S13E06,-120.595032603438,36.657593527759104
10M15S13E07,-120.595218596962,36.6428041026505
10M15S13E08,-120.577320697288,36.640713476026605
10M15S13E10,-120.54138666756201,36.640440425539495
10M15S13E12,-120.505350762913,36.6424429083255
10M15S13E14,-120.52343268620001,36.628996226435
10M15S13E15,-120.541418741785,36.6256051911013
10M15S13E36,-120.505785794341,36.582001237456396
10M15S14E06,-120.48732021546999,36.654541192862
10M15S14E07,-120.48745355510799,36.640037699493604
10M15S14E08,-120.469487678546,36.6400357871494
10M15S14E15,-120.433481092961,36.6287594510435
10M15S14E18,-120.48756190561001,36.628858735950395
10M15S14E20,-120.46972685463999,36.6109505077783
10M15S14E23,-120.415659184032,36.610769341461705
10M15S14E26,-120.415782537449,36.5962392150724
10M15S14E29,-120.46982001149999,36.5964432142505
10M15S15E01,-120.288618860361,36.6539112852998
10M15S15E02,-120.30662248927099,36.6511171017666
10M15S15E09,-120.342830701961,36.6412351949697
10M15S15E11,-120.30664939418502,36.638755669617794
10M15S15E12,-120.28867348825399,36.6393092723364
