CO_MTRS,X,Y
10M15S15E13,-120.28870889068199,36.624845449217894
10M15S15E24,-120.28866836260401,36.611311038942205
10M15S16E01,-120.17854502723499,36.6555160545686
10M15S16E02,-120.197026524214,36.654547392689295
10M15S16E03,-120.215545398888,36.6543321822326
10M15S16E04,-120.23370104465401,36.6541188226017
10M15S16E05,-120.251889702946,36.6539073440195
10M15S16E06,-120.27034573662701,36.6538425958381
10M15S16E07,-120.270438222542,36.6392781399153
10M15S16E08,-120.25201462996,36.639321976118396
10M15S16E09,-120.23387746944701,36.6395392255767
10M15S16E10,-120.21573008933399,36.639754474594795
10M15S16E11,-120.19710968502301,36.6399754270904
10M15S16E12,-120.17850690082899,36.6401257949896
10M15S16E13,-120.17847378786199,36.6257560452979
10M15S16E14,-120.197194191792,36.6254110440555
10M15S16E15,-120.215892628406,36.625062336
10M15S16E16,-120.23401180881001,36.6248510389286
10M15S16E17,-120.251975688058,36.6212652479222
10M15S16E18,-120.27038628316099,36.6212481340905
10M15S16E19,-120.27032311237,36.6123223397476
10M15S16E20,-120.25199082716101,36.612413373669796
10M15S16E21,-120.234079952757,36.610151046336604
10M15S16E22,-120.216015939881,36.6101774375098
10M15S16E23,-120.197275638411,36.610673161174
10M15S16E24,-120.17843629176201,36.6111682098442
10M15S16E25,-120.178399342752,36.5965471738017
10M15S16E26,-120.197356555834,36.5959618443841
10M15S16E27,-120.216096821721,36.595518316798795
10M15S16E28,-120.234102170347,36.5956075869844
10M15S16E29,-120.25208908280199,36.5955811589507
10M15S16E30,-120.27040720890498,36.5955811258348
10M15S16E32,-120.252198091455,36.5817949611492
10M15S16E33,-120.23411958995001,36.5837135281142
10M15S16E34,-120.216171807983,36.581794454627
10M15S16E35,-120.197467170603,36.5798982378341
10M15S16E36,-120.17837769974,36.5801212448902
10M15S17E02,-120.08836181627701,36.6550187459312
10M15S17E13,-120.07009179131701,36.625826380149796
10M15S17E19,-120.160116597903,36.6113497281888
10M15S17E20,-120.142273584655,36.609848360237
10M15S17E22,-120.106295672449,36.6110723261476
10M15S17E23,-120.088419404126,36.611030217547295
10M15S17E25,-120.07025351869899,36.5966600343803
10M15S17E28,-120.124414829492,36.593843608532204
10M15S17E29,-120.142270361789,36.596746782958895
10M15S17E30,-120.16003777858101,36.5967737880772
10M15S17E31,-120.159957125638,36.582335391270796
10M15S17E32,-120.14226394633002,36.582294969053706
10M15S17E33,-120.124474049097,36.58230822995429
10M15S17E34,-120.106271535964,36.5848103617406
10M15S17E36,-120.070336861063,36.583513000531795
10M15S18E01,-119.962030230715,36.65535168241821
10M15S18E02,-119.979916055111,36.6551550075552
10M15S18E03,-119.997623503699,36.6552878206386
10M15S18E06,-120.05170700597,36.6551746574623
10M15S18E08,-120.03406730311501,36.6406157222411
10M15S18E09,-120.01592438833299,36.6407014077385
10M15S18E11,-119.980045378312,36.6406305849679
10M15S18E14,-119.9801456241,36.6261676398956
10M15S18E17,-120.034207761574,36.6258569701352
10M15S18E18,-120.05195798446002,36.6258725573718
10M15S18E19,-120.05208532991699,36.61130792539279
10M15S18E29,-120.034380296682,36.5969246591142
10M15S18E30,-120.05221669438801,36.5968467519323
10M15S18E34,-119.998373607117,36.582460597159994
10M15S18E36,-119.962382325356,36.5826082579463
10M15S19E01,-119.853987172137,36.655944821937105
10M15S19E02,-119.87196663939899,36.655986392740296
10M15S19E03,-119.88986767078998,36.655852599748
10M15S19E04,-119.907698595714,36.655707311323106
10M15S19E05,-119.92566645841299,36.655609757872796
10M15S19E06,-119.94387872520299,36.655502660939796
10M15S19E07,-119.943941283071,36.640787598648
10M15S19E09,-119.90773441131999,36.640997976502
10M15S19E10,-119.88990747079399,36.641122185863
10M15S19E11,-119.87200987056801,36.64120455013
10M15S19E12,-119.854051758411,36.6377640445334
10M15S19E13,-119.85409281668501,36.6267529408578
10M15S19E14,-119.872086164217,36.6233022212891
10M15S19E15,-119.889977884779,36.623254464201004
10M15S19E18,-119.944001707077,36.6263530702287
10M15S19E19,-119.944066072861,36.6117085633613
10M15S19E23,-119.872133249309,36.6120453327457
10M15S19E24,-119.854146224539,36.61209502330029
10M15S19E25,-119.854198740816,36.59783961004629
10M15S19E27,-119.890081489888,36.5975778109503
10M15S19E28,-119.90801896241899,36.5974078622457
10M15S19E29,-119.925990995008,36.5972302971111
10M15S19E30,-119.944130613188,36.59709849068879
10M15S19E33,-119.908073788575,36.582959857637604
10M15S19E34,-119.890140217695,36.583120241907295
10M15S19E35,-119.872257911049,36.5832787124299
10M15S19E36,-119.85425184311501,36.583393473887
10M15S20E01,-119.745799156253,36.653399962141
10M15S20E02,-119.76387562805701,36.6563007861375
10M15S20E03,-119.781773239224,36.656199394096
10M15S20E04,-119.799861453521,36.656119024176704
10M15S20E05,-119.818004963484,36.656038677863
10M15S20E06,-119.83591974668998,36.6559588051851
10M15S20E07,-119.835982356251,36.637788999755294
10M15S20E08,-119.81803886981301,36.6380600799069
10M15S20E09,-119.799881259441,36.638327357003604
10M15S20E10,-119.781814717654,36.6414518644236
10M15S20E11,-119.76393221318999,36.64166575049121
10M15S20E12,-119.745842130571,36.6417193179409
10M15S20E13,-119.745879502265,36.624267145953
10M15S20E14,-119.76397355849,36.623801556078206
10M15S20E15,-119.78185857473301,36.62727837110629
10M15S20E16,-119.79989315071501,36.6304004665775
10M15S20E17,-119.818061323787,36.626873536568496
10M15S20E18,-119.83601984316799,36.6268217455409
10M15S20E19,-119.836070952372,36.612413787289796
10M15S20E20,-119.818091374219,36.6125055229291
10M15S20E21,-119.799915486464,36.6125782536906
10M15S20E22,-119.781897847727,36.612601399556205
10M15S20E23,-119.76398507783199,36.612622609914396
10M15S20E24,-119.745889287525,36.6126418420226
10M15S20E25,-119.74592698010099,36.5982070294687
10M15S20E26,-119.76402665472601,36.59817257662179
10M15S20E27,-119.781939414403,36.598136091525504
10M15S20E28,-119.799932278155,36.5980672162209
10M15S20E29,-119.81809871704901,36.597992553446204
10M15S20E30,-119.836100927635,36.5979180285794
10M15S20E31,-119.836110053875,36.5835080921553
10M15S20E32,-119.81808683728998,36.5835578951894
10M15S20E33,-119.799950928635,36.583607630791505
10M15S20E34,-119.781980987165,36.583655505313104
10M15S20E36,-119.74599148267099,36.58374362485161
10M15S21E01,-119.637370381763,36.6564272880663
10M15S21E02,-119.655138193171,36.6565111534068
10M15S21E03,-119.67312318383101,36.659692497737495
10M15S21E04,-119.691334051477,36.6596943735721
10M15S21E05,-119.709259387623,36.6534668157365
10M15S21E06,-119.727409130234,36.653403811843205
10M15S21E07,-119.72746235497401,36.6416278241487
10M15S21E08,-119.70931875599899,36.6416927062433
10M15S21E09,-119.69142320376801,36.641753890391705
10M15S21E10,-119.67323764964199,36.641778723320606
10M15S21E11,-119.655206671046,36.6417502466083
10M15S21E12,-119.637412100831,36.641719765962
10M15S21E13,-119.637453724434,36.6271609578775
10M15S21E14,-119.655276701815,36.627120806913396
10M15S21E15,-119.673336420157,36.6270940321805
10M15S21E16,-119.691499050282,36.6270977737732
10M15S21E17,-119.70939269953999,36.62708441687229
10M15S21E18,-119.727528636826,36.6270462168533
10M15S21E19,-119.727593167712,36.6126705036911
10M15S21E20,-119.709466787038,36.6127011247542
10M15S21E21,-119.69157314478201,36.612708787637
10M15S21E22,-119.67343152236401,36.6126955046118
10M15S21E23,-119.65534519884599,36.6126993516551
10M15S21E24,-119.637493493905,36.612731838856504
10M15S21E25,-119.637535111879,36.598175035869396
10M15S21E26,-119.655411604208,36.598235984534796
10M15S21E27,-119.673524527761,36.5982626100995
10M15S21E28,-119.691649065725,36.598258758207
10M15S21E29,-119.70954271218099,36.5982433988573
10M15S21E30,-119.727657614256,36.5982280547178
10M15S21E31,-119.727722093884,36.5837837050158
10M15S21E32,-119.70961671969101,36.58381045883029
10M15S21E33,-119.69172503035601,36.5838181710133
10M15S21E34,-119.67361973480301,36.583785920074
10M15S21E35,-119.655579168269,36.583745842117295
10M15S21E36,-119.637676486337,36.5837020766325
10M15S22E01,-119.52962261033001,36.6560804799417
10M15S22E02,-119.54755270921001,36.6561834461737
10M15S22E03,-119.565467494255,36.6562024446321
10M15S22E04,-119.583479460197,36.656217568406504
10M15S22E05,-119.6015543914,36.6562309370972
10M15S22E06,-119.61948075560801,36.6562518950736
10M15S22E07,-119.619533675546,36.6417064421487
10M15S22E08,-119.60159994447201,36.6416893203886
10M15S22E09,-119.583536497157,36.641668464148005
10M15S22E10,-119.56554174343599,36.641645613548896
10M15S22E11,-119.54761572121299,36.6415350242663
10M15S22E12,-119.529695104082,36.6413405417834
10M15S22E13,-119.529744694478,36.6267492745046
10M15S22E14,-119.547678425133,36.6268942351183
10M15S22E15,-119.565615718195,36.627023849587495
10M15S22E16,-119.58359520898,36.627071462665896
10M15S22E17,-119.60164724163,36.6271228349212
10M15S22E18,-119.619586688008,36.6271704903462
10M15S22E19,-119.61963613196501,36.6126766055334
10M15S22E20,-119.601692865895,36.612587072589506
10M15S22E21,-119.583656098203,36.6125031571354
10M15S22E22,-119.565691921911,36.6124192975048
10M15S22E25,-119.52979001477301,36.597610797544796
10M15S22E26,-119.547799979595,36.5977404640475
10M15S22E27,-119.56576595815099,36.597864349734
10M15S22E28,-119.58371490211901,36.5979539348076
10M15S22E29,-119.60174021272499,36.59804160746479
10M15S22E30,-119.619689201168,36.5981102062777
10M15S22E32,-119.601787698031,36.5835744290499
10M15S22E33,-119.58377387826201,36.583498182482295
10M15S22E34,-119.56584026070699,36.5834200534025
10M15S22E35,-119.54786074651501,36.5833380752768
10M15S22E36,-119.52981456016899,36.5832065654959
10M15S23E01,-119.42178628328399,36.654996639543796
10M15S23E03,-119.457650603102,36.653387102962206
10M15S23E04,-119.475116430968,36.653442478156
10M15S23E05,-119.49308134680099,36.6555731525897
10M15S23E06,-119.511607851649,36.6558154508686
10M15S23E07,-119.511553513801,36.641138372193204
10M15S23E08,-119.49308158596901,36.640987665253895
10M15S23E09,-119.475230373034,36.640840722015795
10M15S23E10,-119.457714025699,36.6407108446206
10M15S23E11,-119.439785853638,36.640541036012294
10M15S23E12,-119.421871049388,36.6405370614013
10M15S23E13,-119.42188051522498,36.625776219243896
10M15S23E14,-119.439837752803,36.6259155075286
10M15S23E15,-119.457736254557,36.626058675653894
10M15S23E16,-119.47531654247601,36.626224712735294
10M15S23E17,-119.493253115437,36.6264003333181
10M15S23E18,-119.51165007998999,36.6265948846078
10M15S23E19,-119.511724546989,36.612020845002796
10M15S23E20,-119.493426646665,36.6118663643945
10M15S23E21,-119.475354437047,36.6117136649665
10M15S23E22,-119.45771143516599,36.611585740979706
10M15S23E23,-119.43982607282,36.611482704159705
10M15S23E24,-119.42181184657301,36.6113833905294
10M15S23E27,-119.45773064949101,36.597013762843204
10M15S23E28,-119.47547143875,36.597048148658104
10M15S23E29,-119.493591763282,36.5973152636954
10M15S23E30,-119.51177214130199,36.597502175477096
10M15S23E31,-119.511794890115,36.5830445279776
10M15S23E32,-119.493751934678,36.5828785765436
10M15S23E33,-119.47572843941799,36.5827716708345
10M15S23E34,-119.457854373905,36.582551451835705
10M15S23E35,-119.439754617645,36.5824359163187
10M15S23E36,-119.421673146553,36.582319041267205
10M15S24E01,-119.313668392332,36.6526367814228
10M15S24E02,-119.331549433051,36.6539927574532
10M15S24E03,-119.34959827228,36.65427705401021
10M15S24E04,-119.36782405472601,36.653275897937
10M15S24E05,-119.385945917935,36.6533407776761
10M15S24E06,-119.40395137100799,36.654845830068496
10M15S24E07,-119.40396825652901,36.6404721173251
10M15S24E08,-119.38594318838699,36.640336597373704
10M15S24E09,-119.367831258395,36.6425050099924
10M15S24E11,-119.331502807631,36.639491214814896
10M15S24E14,-119.331544574742,36.6248314795294
10M15S24E15,-119.349540502029,36.6250622933031
10M15S24E16,-119.36784455906,36.6253599666888
10M15S24E17,-119.38594667736601,36.625501278049796
10M15S24E18,-119.40397545858299,36.6256425289423
10M15S24E19,-119.403973350555,36.6112802338816
10M15S24E20,-119.385953997357,36.6111790222899
10M15S24E22,-119.349624986588,36.613084192579706
10M15S24E23,-119.331648852157,36.6129639986849
10M15S24E25,-119.313915484725,36.597627070454
10M15S24E26,-119.33179600352699,36.5958532531525
10M15S24E28,-119.367865140809,36.5962978846434
10M15S24E29,-119.38595958864599,36.5966355834976
10M15S24E30,-119.403967536576,36.5967004527872
10M15S24E31,-119.403962750193,36.5822056545286
10M15S24E32,-119.385966048043,36.582060027110295
10M15S24E33,-119.367875875525,36.5819095583942
10M15S24E35,-119.331906108084,36.5833411383324
10M15S24E36,-119.31405744673599,36.580701205996704
10M16S14E02,-120.415998429133,36.568363246784294
10M16S14E03,-120.433963687622,36.5683918553204
10M16S14E05,-120.469976494086,36.570056998856394
10M16S14E06,-120.48787767905,36.570091814313
10M16S14E09,-120.45210922518,36.552814502139
10M16S14E10,-120.434047850318,36.551284880328396
10M16S14E11,-120.41609878688699,36.5529195425168
10M16S14E13,-120.39812855179,36.5374033154464
10M16S14E15,-120.434066508875,36.5389310344669
10M16S14E25,-120.39809530031499,36.508886618186295
10M16S14E34,-120.434225414833,36.4945890086308
10M16S14E35,-120.41611563044901,36.494249710103205
10M16S15E01,-120.288755436983,36.5685885394606
10M16S15E02,-120.30683711809401,36.5679782320436
10M16S15E04,-120.34331816242799,36.5665914907679
10M16S15E07,-120.379758882304,36.552364570492
10M16S15E09,-120.34326609233801,36.5521071158951
10M16S15E11,-120.306952774105,36.55208243369
10M16S15E12,-120.28889050019501,36.552240756596
10M16S15E13,-120.28901030881799,36.5376630150205
10M16S15E14,-120.307045210802,36.5375943049452
10M16S15E15,-120.325137102786,36.537516011649
10M16S15E16,-120.343192630641,36.5376476264711
10M16S15E17,-120.361328762702,36.5377830333986
10M16S15E18,-120.379760211236,36.537855443410294
10M16S15E19,-120.37975628722799,36.52013616554721
10M16S15E20,-120.361269485507,36.5201223759645
10M16S15E21,-120.343180363187,36.52312512422721
10M16S15E22,-120.325185985673,36.5230889127066
10M16S15E23,-120.30713651151301,36.5230660870937
10M16S15E25,-120.289178375548,36.5085876288194
10M16S15E27,-120.32523874626699,36.5086618626976
10M16S15E28,-120.343216378981,36.5086980194073
10M16S15E29,-120.36129502015301,36.5086979900333
10M16S15E31,-120.379815646505,36.493929295655896
10M16S15E32,-120.36143953965599,36.493904631149995
10M16S15E33,-120.343356864065,36.4938742358558
10M16S15E34,-120.32538861882799,36.4938284907741
10M16S15E35,-120.30731763298701,36.493778992448505
10M16S15E36,-120.289357546029,36.4937294849725
10M16S16E01,-120.178483462239,36.5677084003242
10M16S16E02,-120.197487163514,36.5673081166099
10M16S16E03,-120.21615016632299,36.566919286783296
10M16S16E04,-120.234144620106,36.566791579230596
10M16S16E06,-120.270694086264,36.566597303677
10M16S16E07,-120.27086918403799,36.5523190505
10M16S16E08,-120.252431905172,36.5524181958314
10M16S16E10,-120.21595519044901,36.5527553663696
10M16S16E17,-120.252443219214,36.5380044958249
10M16S16E18,-120.27091203256,36.537861396633794
10M16S16E19,-120.270930508743,36.523432423592894
10M16S16E20,-120.252459341075,36.5236670643555
10M16S16E21,-120.23390584789301,36.523781383247204
10M16S16E28,-120.23398012323601,36.509104468935
10M16S16E29,-120.252529222511,36.509005346635604
10M16S16E30,-120.271014261752,36.5088375369397
10M16S16E31,-120.27123096658998,36.4938668683249
10M16S16E32,-120.252701759741,36.4939202588269
10M16S16E33,-120.234364931751,36.4941184535727
10M16S17E01,-120.07045410911199,36.5657479972361
10M16S17E02,-120.08841440590099,36.567707217039
10M16S17E03,-120.10633093661001,36.5677053611166
10M16S17E04,-120.124543776371,36.5679860931754
10M16S17E05,-120.14232073954399,36.5679119690357
10M16S17E06,-120.160027274532,36.5678607065828
10M16S17E10,-120.10645520390499,36.5536752369233
10M16S17E11,-120.088517941961,36.5537207535494
10M16S17E12,-120.07053049592301,36.5537606292678
10M16S17E13,-120.070622529904,36.5393831995805
10M16S17E14,-120.08862426458299,36.539309047025796
10M16S17E15,-120.10655840480601,36.542145498835204
10M16S17E24,-120.070715382355,36.5247959865065
10M16S17E25,-120.07080838100201,36.5102030660899
10M16S17E30,-120.160945517371,36.5088327432557
10M16S17E31,-120.161078690591,36.4940565905485
10M16S17E33,-120.125036922679,36.491647242645
10M16S18E01,-119.962494279816,36.568326250054604
10M16S18E03,-119.998455126906,36.5682682198648
10M16S18E04,-120.016417234417,36.5683032336909
10M16S18E08,-120.034307272955,36.5504603328978
10M16S18E12,-119.962356546024,36.5541109599026
10M16S18E18,-120.05240487977699,36.53945737194171
10M16S18E19,-120.052532035161,36.524879726959604
10M16S18E20,-120.034449904025,36.5249633703041
10M16S18E21,-120.01659686110901,36.5250394851083
10M16S18E22,-119.998720618471,36.52295414705029
10M16S18E23,-119.98058557371799,36.523408650872895
10M16S18E26,-119.98068741000799,36.510429342529996
10M16S18E27,-119.998785117494,36.5104001364138
10M16S18E28,-120.01665933362699,36.510427443095104
10M16S18E29,-120.034529581595,36.510355238435395
10M16S18E30,-120.05265752122,36.5102810464044
10M16S18E33,-120.016740772432,36.4941350607045
10M16S18E34,-119.998892829328,36.4941655694685
10M16S18E36,-119.962678398328,36.4942935513889
10M16S19E01,-119.854306667453,36.5689491593504
10M16S19E02,-119.872320519504,36.5688459403285
10M16S19E03,-119.890198978309,36.568742803081605
10M16S19E04,-119.908128759774,36.5686338789388
10M16S19E05,-119.926100642296,36.568532604877895
10M16S19E07,-119.94431790880199,36.554179797889105
10M16S19E08,-119.926153483468,36.5542447932119
10M16S19E09,-119.908181623951,36.5543040901394
10M16S19E10,-119.89024560776001,36.5571309622788
10M16S19E11,-119.87237040961901,36.5571597073521
10M16S19E12,-119.854361513496,36.554474389629505
10M16S19E13,-119.854416326617,36.5399499768399
10M16S19E14,-119.872441609704,36.5398678901328
10M16S19E16,-119.908236437337,36.5397340146416
10M16S19E18,-119.94438035033899,36.5395887961549
10M16S19E21,-119.908291319641,36.5251925377534
10M16S19E23,-119.872485035166,36.5282293343209
10M16S19E24,-119.85446178146601,36.528357255442295
10M16S19E25,-119.85455995694201,36.5128925004511
10M16S19E26,-119.87252539773998,36.5135808752876
10M16S19E29,-119.92632556066201,36.51313617352471
10M16S19E32,-119.926392360773,36.4944787226637
10M16S19E33,-119.908379658062,36.4945913393731
10M16S19E34,-119.89039492684499,36.4946658685868
10M16S19E35,-119.872501146131,36.4947060685465
10M16S19E36,-119.85466697714199,36.494763311491
10M16S20E01,-119.746055986198,36.56916379709929
10M16S20E02,-119.76415944800699,36.5691483625731
10M16S20E03,-119.78202256100799,36.5691329201232
10M16S20E04,-119.79996958730801,36.569111830931796
10M16S20E05,-119.818074973801,36.569067831735794
10M16S20E06,-119.836121066347,36.5690085122766
10M16S20E07,-119.836132101204,36.554529877635005
10M16S20E08,-119.81806119536199,36.554573883883
10M16S20E09,-119.79998635553899,36.5546198850344
10M16S20E10,-119.78206598709,36.5546372155253
10M16S20E11,-119.764225767972,36.5546240463637
10M16S20E12,-119.746118524291,36.554608927370296
10M16S20E14,-119.764290225907,36.5401835210714
10M16S20E15,-119.782107555874,36.5402005353055
10M16S20E16,-119.800004992817,36.5401850722334
10M16S20E17,-119.818072107063,36.5401143124734
10M16S20E18,-119.836164135597,36.540032233506295
10M16S20E19,-119.83620760038299,36.5285061368399
10M16S20E20,-119.818098426758,36.5286493466101
10M16S20E21,-119.800020679076,36.528700869752
10M16S20E22,-119.782149123811,36.525775228948
10M16S20E23,-119.764342507423,36.5288825130401
10M16S20E24,-119.746231959783,36.5290065725297
10M16S20E25,-119.74622604489402,36.5112415319832
10M16S20E26,-119.76442357018101,36.513890748476896
10M16S20E27,-119.78226624442301,36.513984063202
10M16S20E28,-119.800063036891,36.5140334452533
10M16S20E29,-119.818119853505,36.513987593883
10M16S20E30,-119.836331756608,36.5114754932287
10M16S20E31,-119.8364527273,36.4948035546871
10M16S20E32,-119.818033405438,36.4940903007365
10M16S20E33,-119.800094574682,36.4973328300339
10M16S20E34,-119.782246503732,36.4981282320272
10M16S20E35,-119.764193584382,36.4950093657442
10M16S20E36,-119.74619353850099,36.4950209210555
10M16S21E01,-119.63782641339701,36.5691413596659
10M16S21E02,-119.65575816251899,36.5691680496414
10M16S21E03,-119.673714707873,36.569183143634795
10M16S21E04,-119.691799071546,36.5691946351167
10M16S21E05,-119.709690813992,36.56918684478929
10M16S21E06,-119.727788516169,36.5691772548101
10M16S21E07,-119.72785486686001,36.5545899308079
10M16S21E08,-119.70976479204799,36.5545747247232
10M16S21E09,-119.691873097234,36.5545556438462
10M16S21E10,-119.673809707246,36.554536676672
10M16S21E11,-119.655849381299,36.554511955318496
10M16S21E13,-119.63795741015,36.539976150414795
10M16S21E14,-119.65594255360901,36.5400142984631
10M16S21E15,-119.673904783158,36.540048458084705
10M16S21E16,-119.691949061067,36.5400808532469
10M16S21E17,-119.709840753316,36.540109348864604
10M16S21E18,-119.72792125984199,36.5401359830022
10M16S21E19,-119.72797225477699,36.5291325422404
10M16S21E20,-119.70989742020599,36.5292490350942
10M16S21E21,-119.692007103168,36.5292318662917
10M16S21E22,-119.67400179093,36.5256290018537
10M16S21E23,-119.656033843067,36.525615723977
10M16S21E24,-119.63802199297899,36.5255986110564
10M16S21E25,-119.638014051457,36.5111237289308
10M16S21E26,-119.656062226099,36.5129756297161
10M16S21E27,-119.67403763446501,36.5130518869431
10M16S21E28,-119.69204145226601,36.513042333342
10M16S21E29,-119.710017645058,36.5111901899821
10M16S21E30,-119.728071017452,36.5112263511746
10M16S21E31,-119.728242353364,36.4950496778861
10M16S21E32,-119.71013150233802,36.4950726271689
10M16S21E33,-119.69203943289699,36.4950636473111
10M16S21E34,-119.67409623799699,36.4950274390946
10M16S21E35,-119.656105750473,36.497354530047296
10M16S21E36,-119.638114329738,36.49762352728511
10M16S22E01,-119.52983917420799,36.5687508094153
10M16S22E02,-119.54776370838002,36.5688537036997
10M16S22E03,-119.565760662287,36.568968103311896
10M16S22E04,-119.583834561351,36.56903097363129
10M16S22E05,-119.60183505107099,36.569080538672
10M16S22E07,-119.61984852544799,36.5544587385951
10M16S22E08,-119.601884377829,36.5544016116111
10M16S22E09,-119.583895390642,36.554331066603204
10M16S22E10,-119.565690862624,36.5542586136031
10M16S22E11,-119.54768102259399,36.5541920005153
10M16S22E12,-119.529861787911,36.554123357715
10M16S22E13,-119.52988445946899,36.539625662667206
10M16S22E14,-119.54776664674101,36.539690414282205
10M16S22E15,-119.56578977950701,36.5397533320698
10M16S22E16,-119.583954264043,36.5398142716611
10M16S22E17,-119.60193179971701,36.5398695098866
10M16S22E18,-119.619901689776,36.5399247664464
10M16S22E19,-119.619954800336,36.5255738367558
10M16S22E20,-119.60197731143101,36.5255244013333
10M16S22E21,-119.58401120379999,36.525474868493795
10M16S22E22,-119.565890630607,36.52541959419929
10M16S22E23,-119.547856036052,36.5253643493259
10M16S22E24,-119.533446960659,36.5256452442145
10M16S22E27,-119.566035509231,36.5109180794816
10M16S22E28,-119.584132909206,36.5109751847322
10M16S22E29,-119.602068593881,36.5110285673049
10M16S22E30,-119.620011568813,36.5110780666884
10M16S22E32,-119.602156021288,36.497904060927
10M16S22E33,-119.584176628288,36.494903850060396
10M16S22E34,-119.56934275788099,36.497367626483395
10M16S23E04,-119.480790448499,36.5675567223402
10M16S23E05,-119.49416789944401,36.5658517080739
10M16S23E06,-119.511981689522,36.568556307562105
10M16S23E07,-119.512170344368,36.5541196016588
10M16S23E08,-119.49845722481001,36.553398362683396
10M16S23E18,-119.515733037456,36.539384556783205
10M17S14E24,-120.40244395088101,36.435872113061
10M17S15E02,-120.31172508054199,36.479416728983296
10M17S15E03,-120.32956399531,36.4760787747435
10M17S15E04,-120.34771599912399,36.4760921235177
10M17S15E05,-120.366013070429,36.479555730913795
10M17S15E06,-120.38421017917901,36.479584303310396
10M17S15E07,-120.38414492068998,36.464968434347
10M17S15E08,-120.365919237821,36.4649532450535
10M17S15E09,-120.347705111105,36.4649380086056
10M17S15E10,-120.32950446246201,36.4647892694757
10M17S15E11,-120.311543321703,36.46481601800279
10M17S15E12,-120.293409939881,36.4649648362559
10M17S15E13,-120.29334836567499,36.4504061478806
10M17S15E15,-120.32950776247499,36.4503964722705
10M17S15E16,-120.34768564262899,36.4504136865763
10M17S15E17,-120.36581206975599,36.450425054940794
10M17S15E18,-120.384093027798,36.450436493849296
10M17S15E20,-120.36570102807501,36.4358168538501
10M17S15E21,-120.34766613114401,36.4357786312607
10M17S15E22,-120.32949217962,36.4356852546505
10M17S15E24,-120.293317421804,36.4358110931984
10M17S15E25,-120.293261662915,36.421340145997206
10M17S15E26,-120.311363325009,36.4213306517863
10M17S15E27,-120.3294573112,36.421330621212505
10M17S15E28,-120.34764669554899,36.421324899091104
10M17S15E30,-120.383998622896,36.421313446609794
10M17S15E33,-120.34753919453001,36.406760484599104
10M17S15E34,-120.329332672649,36.4067948317659
10M17S15E35,-120.31124852569201,36.4070141657129
10M17S15E36,-120.293177763472,36.4071113758445
10M17S16E04,-120.239174898957,36.4798573878713
10M17S16E05,-120.25703708191001,36.4797125154388
10M17S16E06,-120.275175197361,36.47949692575239
10M17S16E08,-120.256952923064,36.4651575862654
10M17S16E09,-120.238826375363,36.465294790025894
10M17S16E13,-120.186607861254,36.451161005467604
10M17S16E14,-120.20289113321999,36.45103331319989
10M17S16E16,-120.238718064282,36.4507417748891
10M17S16E17,-120.25685350128,36.45063691165029
10M17S16E18,-120.275048356072,36.450549162641
10M17S16E20,-120.25675390276699,36.4360934387662
10M17S16E22,-120.220701558503,36.4363831857061
10M17S16E23,-120.202818180904,36.4365317733634
10M17S16E26,-120.202760147947,36.421938753784794
10M17S16E29,-120.25662552367201,36.4215843055634
10M17S16E32,-120.256472259983,36.4071781918959
10M17S16E36,-120.18643856836,36.407608757746395
10M17S17E10,-120.11212146254,36.462485938239205
10M17S17E13,-120.07619434470101,36.4550147719331
10M17S17E19,-120.16815332443001,36.436710856477205
10M17S17E20,-120.148182802899,36.4368155459927
10M17S17E23,-120.094121463846,36.4401988050835
10M17S17E25,-120.076191603789,36.4224203889422
10M17S17E26,-120.094140177687,36.4223938428884
10M17S17E27,-120.112046864627,36.4223348177536
10M17S17E28,-120.13011935789,36.4222930188665
10M17S17E29,-120.14818043613701,36.422247355718795
10M17S17E31,-120.168144721091,36.4076944971648
10M17S17E32,-120.148190958621,36.4078775290911
10M17S17E33,-120.130099853424,36.407959464127
10M17S17E34,-120.11205971049601,36.4078849492324
10M17S17E35,-120.094181645113,36.4079324383111
10M17S17E36,-120.076250264188,36.407980027971
10M17S18E01,-119.96811599113701,36.481195907201396
10M17S18E02,-119.986120313932,36.481033712917
10M17S18E11,-119.986171178181,36.467358233434204
10M17S18E12,-119.968126024781,36.4691664011386
10M17S18E13,-119.96801640124599,36.4520043625039
10M17S18E15,-120.004304616208,36.4517826607116
10M17S18E16,-120.02237736973801,36.451733609365895
10M17S18E17,-120.040175301499,36.451668931406104
10M17S18E19,-120.058136663014,36.4398475437038
10M17S18E20,-120.040205589741,36.43966624102921
10M17S18E23,-119.986023030716,36.4408350042384
10M17S18E24,-119.967986992309,36.4408712946884
10M17S18E25,-119.968050479296,36.422780378011396
10M17S18E26,-119.986028818934,36.4226831233384
10M17S18E28,-120.02246171340201,36.4260802314539
10M17S18E30,-120.05815722866801,36.4224375304155
10M17S18E31,-120.058196835731,36.407968500824
10M17S18E32,-120.040217185524,36.4080561445099
10M17S18E33,-120.02243128562701,36.4081342173938
10M17S18E34,-120.004306000623,36.4116035816733
10M17S18E35,-119.98604285186,36.4116245522451
10M17S18E36,-119.968103544937,36.408315187144
10M17S19E01,-119.86034827485099,36.4844789510613
10M17S19E02,-119.878257036073,36.4844712591675
10M17S19E03,-119.896252684671,36.4834220539557
10M17S19E04,-119.914218133766,36.4815032727798
